g_ptsx,g_ptsy
1.21E-04,0.436934205
1.22E-04,0.434619734
1.22E-04,0.432238811
1.23E-04,0.429924249
1.24E-04,0.427543245
1.24E-04,0.425228976
1.25E-04,0.422847383
1.26E-04,0.420534166
1.26E-04,0.418150713
1.27E-04,0.415840952
1.28E-04,0.413451383
1.28E-04,0.411313123
1.29E-04,0.409267445
1.30E-04,0.40725306
1.30E-04,0.405197499
1.31E-04,0.40318727
1.32E-04,0.401129582
1.33E-04,0.399120545
1.33E-04,0.397062176
1.34E-04,0.395053503
1.35E-04,0.392994988
1.35E-04,0.390986296
1.36E-04,0.38892794
1.37E-04,0.386918955
1.37E-04,0.384861036
1.38E-04,0.382851439
1.39E-04,0.380794366
1.39E-04,0.378783598
1.40E-04,0.376728003
1.41E-04,0.374720376
1.42E-04,0.372854683
1.42E-04,0.371130137
1.43E-04,0.369335278
1.44E-04,0.367602443
1.44E-04,0.365811114
1.45E-04,0.364076251
1.46E-04,0.3622863
1.46E-04,0.360550389
1.47E-04,0.358761305
1.48E-04,0.357024627
1.48E-04,0.355236262
1.49E-04,0.353498873
1.50E-04,0.351711246
1.50E-04,0.349973054
1.51E-04,0.348186349
1.52E-04,0.34644703
1.53E-04,0.344661809
1.53E-04,0.342920335
1.54E-04,0.341138724
1.55E-04,0.339389826
1.55E-04,0.33771368
1.56E-04,0.336222885
1.57E-04,0.334662796
1.57E-04,0.33316541
1.58E-04,0.331608755
1.59E-04,0.330109306
1.59E-04,0.328554061
1.60E-04,0.32705356
1.61E-04,0.325499152
1.62E-04,0.323997948
1.62E-04,0.322444155
1.63E-04,0.320942394
1.64E-04,0.319389126
1.64E-04,0.317886853
1.65E-04,0.316334099
1.66E-04,0.314831289
1.66E-04,0.313279122
1.67E-04,0.311775639
1.68E-04,0.31022429
1.68E-04,0.308719757
1.69E-04,0.307169711
1.70E-04,0.30566707
1.71E-04,0.304259686
1.71E-04,0.302972498
1.72E-04,0.301620063
1.73E-04,0.300326544
1.73E-04,0.298976769
1.74E-04,0.297681769
1.75E-04,0.296332946
1.75E-04,0.295037279
1.76E-04,0.29368895
1.77E-04,0.292392907
1.77E-04,0.291044867
1.78E-04,0.289748604
1.79E-04,0.288400722
1.79E-04,0.287104361
1.80E-04,0.285756516
1.81E-04,0.284460188
1.82E-04,0.283112223
1.82E-04,0.28181613
1.83E-04,0.280467761
1.84E-04,0.279172341
1.84E-04,0.277822827
1.85E-04,0.276529501
1.86E-04,0.275176114
1.86E-04,0.273977487
1.87E-04,0.272819339
1.88E-04,0.271693431
1.88E-04,0.270529672
1.89E-04,0.269406202
1.90E-04,0.268241145
1.91E-04,0.267118451
1.91E-04,0.265952898
1.92E-04,0.264830531
1.93E-04,0.26366476
1.93E-04,0.262542538
1.94E-04,0.261376674
1.95E-04,0.260254507
1.95E-04,0.259088616
1.96E-04,0.257966454
1.97E-04,0.256800576
1.97E-04,0.255678388
1.98E-04,0.254512545
1.99E-04,0.253390318
2.00E-04,0.252224508
2.00E-04,0.251102271
2.01E-04,0.249936403
2.02E-04,0.248814446
2.02E-04,0.247647339
2.03E-04,0.246537904
2.04E-04,0.245505986
2.04E-04,0.244544321
2.05E-04,0.243533959
